DATE,LXXRSA
2007-03-01,268.74773166558
2007-04-01,266.429568235772
2007-05-01,264.244788595718
2007-06-01,261.322994850319
2007-07-01,258.489039855471
2007-08-01,254.848642185825
2007-09-01,251.299402835439
2007-10-01,247.006558700309
2007-11-01,239.232968914517
2007-12-01,233.113835583688
2008-01-01,226.11192516811403
2008-02-01,217.77207089279702
2008-03-01,210.58188809837299
2008-04-01,205.10121507800702
2008-05-01,199.43338927125401
2008-06-01,195.133732881839
2008-07-01,190.676324483726
2008-08-01,186.64944217732
2008-09-01,181.8454294322
2008-10-01,178.066997617765
2008-11-01,174.94991039865798
2008-12-01,171.44351051185302
2009-01-01,167.831142841402
2009-02-01,165.546041049998
2009-03-01,163.742278678441
2009-04-01,161.54680079933598
2009-05-01,159.837563257962
2009-06-01,160.31146495279302
2009-07-01,162.211393328655
2009-08-01,164.258721012137
2009-09-01,165.529026131222
2009-10-01,166.888468455648
2009-11-01,168.91675611545799
2009-12-01,171.58482192405398
2010-01-01,174.441151537981
2010-02-01,174.467322796931
2010-03-01,173.67488892820202
2010-04-01,174.039782223717
2010-05-01,175.156910771811
2010-06-01,174.79624402079602
2010-07-01,174.23030389845297
2010-08-01,172.966456222309
2010-09-01,172.788770252137
2010-10-01,172.595208236266
2010-11-01,172.685768522766
2010-12-01,171.43432749872102
2011-01-01,171.508802621903
2011-02-01,170.947274491303
2011-03-01,170.704779007285
2011-04-01,170.129687294114
2011-05-01,169.202945932412
2011-06-01,168.559427236916
2011-07-01,167.962186940464
2011-08-01,166.922805573039
2011-09-01,165.728323470463
2011-10-01,164.28556289739402
2011-11-01,163.612947754335
2011-12-01,162.805901498741
2012-01-01,162.452989505528
2012-02-01,162.112795023448
2012-03-01,162.330845259922
2012-04-01,163.678546038079
2012-05-01,165.540286891927
2012-06-01,167.254792969292
2012-07-01,168.661992593751
2012-08-01,170.648125426684
2012-09-01,172.711604433945
2012-10-01,174.79039300703099
2012-11-01,176.54201805770302
2012-12-01,179.575982528886
2013-01-01,182.185991784776
2013-02-01,184.879043660623
2013-03-01,188.98059643545798
2013-04-01,193.853806669152
2013-05-01,196.94135847099997
2013-06-01,200.32873788975
2013-07-01,203.83815661132
2013-08-01,207.92858727430198
2013-09-01,210.76813738273202
2013-10-01,213.68908998830898
2013-11-01,215.072282754899
2013-12-01,216.162182738914
2014-01-01,216.52434967321
2014-02-01,218.29074192482497
2014-03-01,220.13373912221402
2014-04-01,220.496433244151
2014-05-01,220.833230668483
2014-06-01,221.43494028736
2014-07-01,222.04412771585098
2014-08-01,222.099309773707
2014-09-01,222.78473405046
2014-10-01,224.501996186032
2014-11-01,226.328142346458
2014-12-01,227.99447891002202
2015-01-01,228.19017416731302
2015-02-01,230.329191875176
2015-03-01,231.641217618657
2015-04-01,233.08638152823897
2015-05-01,234.224199992508
2015-06-01,235.087303261098
2015-07-01,235.660599456695
2015-08-01,236.233551399962
2015-09-01,237.297239827351
2015-10-01,238.58653062621002
2015-11-01,240.098133882263
2015-12-01,241.61650940212897
2016-01-01,243.383972809823
2016-02-01,245.259207427032
2016-03-01,245.833037439943
2016-04-01,246.36736106770599
2016-05-01,246.86373280992
2016-06-01,247.59919772004798
2016-07-01,248.87768132394402
2016-08-01,250.18244096848
2016-09-01,251.455154204315
2016-10-01,252.056959331156
2016-11-01,253.183625839774
2016-12-01,254.47763199558798
2017-01-01,256.082379980506
2017-02-01,256.939814275978
2017-03-01,258.33478919165697
2017-04-01,258.816058665934
2017-05-01,260.59974124005697
2017-06-01,261.432026794231
2017-07-01,264.358776131577
2017-08-01,265.552326294949
2017-09-01,267.098316181254
2017-10-01,268.33542502623
2017-11-01,270.784932849296
2017-12-01,273.025232901157
2018-01-01,274.910112183203
2018-02-01,277.5641890881
2018-03-01,278.65000216122
2018-04-01,279.868372044934
2018-05-01,280.141447332597
2018-06-01,280.768399058652
2018-07-01,281.292738390331
2018-08-01,282.047821795206
2018-09-01,281.940229931843
2018-10-01,282.666038872025
2018-11-01,282.159497751609
2018-12-01,283.10333706175203
2019-01-01,282.288358798368
2019-02-01,282.173395150568
2019-03-01,282.116523902507
2019-04-01,283.589912735103
2019-05-01,285.371530057477
2019-06-01,284.805002328469
2019-07-01,284.550277136416
2019-08-01,285.009477546916
2019-09-01,286.67039098982997
2019-10-01,288.122435286096
2019-11-01,289.658422214687
2019-12-01,290.491490674608
2020-01-01,291.79584418476503
2020-02-01,292.647281727947
2020-03-01,294.023931998556
2020-04-01,295.026456460012
2020-05-01,295.34988772915
2020-06-01,295.800484647769
2020-07-01,299.793920234012
2020-08-01,304.51507000973703
2020-09-01,308.63008033810297
2020-10-01,312.267802875346
2020-11-01,315.78982985073503
2020-12-01,319.749805719461
2021-01-01,323.491797665351
2021-02-01,327.799429536046
2021-03-01,333.509212402926
2021-04-01,338.555524013478
2021-05-01,345.364471951821
2021-06-01,351.027786108312
2021-07-01,356.96429172477997
2021-08-01,360.73552235206495
2021-09-01,365.14986198807
2021-10-01,370.31912163984197
2021-11-01,375.79875737114503
2021-12-01,381.024746227227
2022-01-01,387.796398801535
2022-02-01,400.29429577943296
2022-03-01,410.886267600006
2022-04-01,417.83009193009497
